Gemeinden,Anzahl_Fahrzeuge,Postleitzahl,Laengengrad,Breitengrad,Distanz_in_km
BLANKENBERG1,19,19412,11.709013,53.770686,179.45
BLANKENBURG (HARZ),197,38889,10.952601,51.791278,186.09
BLANKENFELDE MAHLOW,210,15827,13.411951,52.335583,20.54
BLANKENHAGEN,8,18182,12.340627,54.170895,196.91
BLANKENHAIN,53,99444,11.343092,50.858704,233.32
BLANKENHEIM,7,06528,11.429195,51.505531,176.28
BLANKENHEIM1,7,53945,6.645162,50.439106,522.49
BLANKENHOF,1,17039,13.131115,53.576937,119.08
BLANKENRATH,19,56865,7.302544,50.038494,506.57
BLANKENSEE,11,17237,13.264627,53.406514,99.13
BLANKENSEE1,11,17322,14.306909,53.511736,125.84
BLAUFELDEN,39,74572,9.974402,49.297785,431.92
BLEIALF,7,54608,6.287268,50.239368,555.56
BLEICHERODE,35,99752,10.574512,51.440357,228.25
BLENDER,11,27337,9.133699,52.926727,291.47
BLIEDERSDORF,15,21640,9.569528,53.481478,278.3
BLIESDORF,9,16269,14.160301,52.693135,54.58
BLINDHEIM,14,89434,10.618163,48.631656,475.48
BLOMBERG,13,26487,7.558372,53.575775,408.38
BLOMBERG1,15,32825,9.091039,51.943469,300.99
BLOWATZ,7,23974,11.537112,53.99425,205.91
BLUMENHOLZ,1,17237,13.122289,53.414065,101.31
BOBENHEIM AM BERG,5,67273,8.152156,49.524001,496.28
BOBENHEIM ROXHEIM,70,67240,8.364735,49.578035,481.11
BOBITZ,16,23996,11.360712,53.803679,197.56
BOCHUM,2717,44787,7.217177,51.482699,439.35
BOCKAU,12,08324,12.684835,50.541775,225.79
BOCKENAU,8,55595,7.680669,49.837509,498.5
BOCKHORN,78,26345,8.013199,53.393237,374.31
BOCKHORN1,83,85461,11.986998,48.314723,478.79
BOCKHORST,5,26897,7.573971,53.035299,396.7
BODELSHAUSEN,54,72411,8.9735,48.392533,556.32
BODENHEIM,72,55294,8.306769,49.928263,457.6
BODENKIRCHEN,67,84155,12.386451,48.3835,466.09
BODENRODE WESTHAUSEN,9,37308,10.192163,51.393158,253.57
BODENWOEHR,36,92439,12.304076,49.270013,369.94
BODMAN LUDWIGSHAFEN,41,78351,9.05777,47.821518,607.72
BODNEGG,25,88285,9.690491,47.709876,597.32
BODOLZ,17,88131,9.661948,47.571583,612.2
BOEBING,6,82389,10.988146,47.755052,557.67
BOEBINGEN,1,67482,8.237219,49.284163,511
BOEBINGEN AN DER REMS,40,73560,9.920981,48.82016,479.51
BOEBRACH,11,94255,13.035494,49.056009,386.48
BOECHINGEN,3,76833,8.092554,49.2373,522.01
BOEHL IGGELHEIM,81,67459,8.308577,49.365618,500.86
BOEHLEN,62,04564,12.387241,51.202806,162.46
BOEHLEN1,54,98701,11.040123,50.58755,270.28
BOEHME,6,29693,9.477413,52.790453,266.89
BOEHMFELD,15,85113,11.366858,48.861043,431.88
BOENEN,157,59199,7.763346,51.597952,399.43
BOERDELAND,72,39221,11.637674,52.003309,133.44
BOERGER,15,26904,7.533851,52.912037,398.19
BOERGERENDE RETHWISCH,10,18211,11.939225,54.138729,204.84
BOERNICHEN/ERZGEB.,1,09437,13.14174,50.7499,197.88
BOERRSTADT,3,67725,7.944003,49.576821,503.14
BOERSSUM,16,38312,10.582434,52.069203,198.6
BOESEL,70,26219,7.954296,53.00595,371.03
BOESENBRUNN,9,08606,12.100476,50.39717,253.03
BOESINGEN,32,78662,8.558294,48.239368,587.46
BOESLEBEN WUELLERSLEBEN,1,99310,11.0589,50.826083,248.55
BOETERSEN,5,27367,9.31564,53.13671,283.44
BOETTINGEN,14,78583,8.806575,48.100422,590.42
BOETZINGEN,48,79268,7.720789,48.069628,639
BOFFZEN,14,37691,9.398506,51.750399,286.8
BOGEL,2,56357,7.799119,50.190492,467.89
BOHMTE,120,49163,8.313498,52.367543,345.82
BOITZENBURGER LAND,20,17268,13.607102,53.264349,83.96
BOKENSDORF,5,38556,10.716038,52.500209,182.18
BOLANDEN,17,67295,8.011508,49.639149,494.86
BOLDEKOW,1,17392,13.593536,53.725383,134.77
BOLLENDORF,6,54669,6.358388,49.852389,574.01
BOLLEWICK,2,17207,12.579987,53.359038,108.56
BOLLSCHWEIL,15,79283,7.77976,47.91996,649.78
BOLSTERLANG,8,87538,10.232296,47.461085,607.06
BOMLITZ,75,29699,9.660721,52.902751,256.05
BONDORF,69,71149,8.837466,48.520644,549.96
BONEFELD,4,56579,7.490326,50.524773,465.8
BONN,2155,53111,7.099187,50.734245,478.74
BONSTETTEN,10,86486,10.706286,48.439122,492.78
BORCHEN,115,33178,8.723332,51.668336,333.85
BORKHEIDE,13,14822,12.857467,52.225651,49.58
BORKWALDE,15,14822,12.835251,52.253011,48.8
BORNA,165,04552,12.49747,51.123285,167.55
BORNE,5,39435,11.555993,51.949545,141.14
BORNHEIM,2,53332,6.984936,50.763796,484.46
BORNHEIM1,5,55237,8.063722,49.781158,481.51
BORNHEIM2,4,76879,8.164013,49.222241,519.67
BORNICH,11,56348,7.766158,50.126919,473.96
BORRENTIN,1,17111,12.967709,53.808779,146.4
BORSDORF,69,04451,12.538822,51.347926,143.38
BORSTEL,7,24616,9.79743,53.969545,289.4
BORSTEL1,5,27246,8.971999,52.669312,300.17
BOTHEL,7,27386,9.503907,53.07374,269.67
BOTTENBACH,1,66504,7.496015,49.182046,556.93
BOTTROP,972,46236,6.929939,51.523694,457.03
BOUS,45,66359,6.801916,49.276851,587.19
BOXBERG/O.L.,49,02943,14.575506,51.404654,147.86
BRACHTTAL,61,63636,9.298776,50.302588,377.01
BRAHMENAU,7,07554,12.157549,50.921512,197.64
BRAND,14,95682,11.908038,49.959052,303.56
BRAND ERBISDORF,97,09618,13.32197,50.869411,183.83
BRANDIS,88,04821,12.609467,51.333915,142.88
BRANNENBURG,43,83098,12.103075,47.741567,539.96
BRAUNEBERG,10,54472,6.989195,49.909304,533.18
BRAUNICHSWALDE,2,07580,12.222768,50.799928,208.15
BRAUNSBACH,13,74542,9.791297,49.198935,448.38
BRAUNSBEDRA,105,06242,11.883678,51.283795,172.78
BRAUNSCHWEIG,1762,38100,10.520525,52.26249,198.02
BRAUNWEILER,1,55595,7.747306,49.866836,492.73
BRECHEN,56,65611,8.164031,50.36549,435.45
BREDDIN,3,16845,12.22172,52.884617,89.54
BREDDORF,5,27412,9.081513,53.291695,302.66
BREESE,9,19322,11.791215,53.00232,121.24
BREHME,8,37339,10.361241,51.492713,237.84
BREIDENBACH,84,35236,8.454202,50.88686,386.8
BREITBRUNN,10,96151,10.70173,50.018072,336.13
BREITBRUNN A.CHIEMSEE,6,83254,12.40036,47.889886,520.35
BREITENBACH,6,66916,7.271826,49.433957,549.96
BREITENBERG,8,25597,9.634796,53.924364,295.88
BREITENBERG1,3,94139,13.794188,48.70299,425.8
BREITENBRUNN,11,87739,10.40141,48.137046,532.44
BREITENGUESSBACH,60,96149,10.885557,49.971308,333.6
BREITENWORBIS,25,37339,10.426213,51.410272,238.72
BREITNAU,12,79874,8.075349,47.940646,635.17
BREITSCHEID,57,35767,8.188315,50.684848,414.38
BREITSCHEID1,40,53547,7.442685,50.582244,465.48
BREITSCHEID2,45,55422,7.70967,50.056082,481.9
BREITSCHEIDT,5,57539,7.661594,50.75426,442.65
BREMM,1,56814,7.115357,50.10033,513.64
BRENNBERG,6,93179,12.39657,49.070349,390.5
BRENSBACH,52,64395,8.878516,49.772941,439.65
BRETZENHEIM,11,55559,7.89772,49.879236,483.5
BRETZFELD,115,74626,9.440237,49.177232,464.74
BREUNA,45,34479,9.185123,51.41625,314.35
BREY,12,56321,7.626757,50.272043,472.74
BRIEDEL,8,56867,7.145792,50.022096,516.78
BRIESELANG,105,14656,12.997668000000001,52.581603,28.41
BRIESEN,2,03096,14.244488,51.814903,97.19
BRIESEN (MARK),12,15518,14.277635,52.344886,62.35
BRIESKOW FINKENHEERD,13,15295,14.576398,52.251075,85.03
BRIETLINGEN,25,21382,10.447601,53.332246,218.07
BRIGACHTAL,68,78086,8.470163,48.016006,611.8
BROCKEL,3,27386,9.520585,53.095164,269.08
BROCKUM,9,49448,8.41884,52.46665,337.93
BRODERSTORF,29,18184,12.257953,54.0819,189.87
BROECKEL,8,29356,10.216108,52.518414,215.99
BROHL LUETZING,17,56656,7.324462,50.484397,478.2
BROMBACHTAL,39,64753,8.950526,49.73555,439.07
BROMSKIRCHEN,7,59969,8.624003,51.094887,365.22
BRONKOW,1,03205,13.916569,51.670289,100.85
BRUCHERTSEIFEN,2,57539,7.713945,50.747563,439.77
BRUCHHAUSEN,2,53572,7.251595,50.602142,476.15
BRUCHMUEHLBACH MIESAU,64,66892,7.46112,49.387344,543.15
BRUCHWEILER BAERENBACH,20,76891,7.80391,49.113006,546.53
BRUCK,10,85567,11.907755,48.021043,512
BRUCKBERG,67,84079,11.992656,48.522561,456.06
BRUCKBERG1,51,91590,10.697953,49.358083,399.87
BRUECK,22,14822,12.762275,52.196813,56.6
BRUECKEN,11,55767,7.111323,49.637723,544.37
BRUEHL,123,50321,6.902458,50.82949,486.51
BRUEHL1,144,68782,8.534338,49.395199,487.28
BRUENZOW,1,17509,13.565365,54.104731,176.73
BRUESEWITZ,12,19071,11.248981,53.676102,193.19
BRUESSOW,10,17326,14.126496,53.39961,109.22
BRUNN,8,17039,13.372507,53.670857,128.13
BRUNN1,6,93164,11.900091,49.095952,395.57
BRUNNEN,10,86564,11.307753,48.629701,457.69
BRUNNTHAL,50,85649,11.684307,48.006711,517.08
BRUTTIG FANKEL,12,56814,7.229003,50.129803,505.09
BUBENHEIM,5,55270,8.080934,49.921709,470.38
BUBENHEIM1,6,67308,8.11865,49.628173,490.02
BUBENREUTH,43,91088,11.015911,49.628271,362.64
BUBESHEIM,17,89347,10.253443,48.43348,506.62
BUBSHEIM,7,78585,8.829637,48.120602,587.61
BUCH,4,56290,7.387139,50.077143,499.15
BUCH A.BUCHRAIN,10,85656,11.994126,48.215089,489.55
BUCH A.ERLBACH,24,84172,12.034551,48.449087,463.43
BUCH A.WALD,8,91592,10.333667,49.330095,415.29
BUCH1,6,56357,7.87519,50.204749,462.57
BUCHBRUNN,9,97318,10.135227,49.759408,382.79
BUCHDORF,2,86675,10.824739,48.78494,453.84
BUCHENBACH,17,79256,8.009933,47.960986,636.1
BUCHHOFEN,11,94533,12.924025,48.697884,426.83
BUCHHOLZ (WESTERWALD),43,53567,7.394951,50.687713,462.7
BUCKENHOF,19,91054,11.050632,49.593363,365.02
BUDENHEIM,102,55257,8.172555,50.02422,458.05
BUECHEL,14,56823,7.082821,50.172678,511.12
BUECHEL1,12,99638,11.154924,51.247609,209.66
BUECHENBACH,55,91186,11.052778,49.266782,397.98
BUECHENBEUREN,10,55491,7.279471,49.920772,515.6
BUECHLBERG,43,94124,13.517674,48.668268,428.85
BUEDDENSTEDT,10,38372,11.019372,52.17037,166.83
BUEDESHEIM,1,54610,6.556787,50.217364,540.26
BUEHLERTAL,110,77830,8.190926,48.683772,563.7
BUEHLERTANN,22,74424,9.908566,49.041125,458.72
BUEHLERZELL,6,74426,9.918872,49.003231,461.96
BUELKAU,8,21782,8.979034,53.747225,325.56
BUELSTRINGEN,7,39345,11.346712,52.320906,141.47
BUERGEL,26,07616,11.759303,50.942415,209.07
BUETTSTEDT,2,37359,10.306661,51.260418,254.86
BUETZOW,36,18246,11.984565,53.847738,175.56
BUFLEBEN,15,99869,10.736298,50.99958,249.88
BUGGINGEN,34,79426,7.637582,47.847351,662.56
BULLAY,14,56859,7.13148,50.057025,515.41
BUNDE,56,26831,7.269253,53.184408,418.9
BUNDENBACH,5,55626,7.377149,49.842133,515.28
BUNDENTHAL,22,76891,7.807569,49.096101,547.71
BUNDORF,5,97494,10.522238,50.214316,325.55
BUNSOH,1,25767,9.320225,54.165522,327.41
BURG,162,39288,11.854736,52.269775,108.92
BURG (DITHMARSCHEN),34,25712,9.26246,53.99748,321.09
BURG (SPREEWALD),46,03096,14.148064,51.834284,91.65
BURG STARGARD,35,17094,13.310132,53.495316,108.76
BURG1,195,54646,6.352224,49.95919,567.85
BURGBERG I.ALLGAEU,20,87545,10.285671,47.538563,597.57
BURGBROHL,23,56659,7.274953,50.456724,482.79
BURGDORF,13,31303,10.008766,52.446741,230.36
BURGDORF1,12,38272,10.219001,52.14603,220.66
BURGEN,2,54472,7.000219,49.880668,534.4
BURGGEN,6,86977,10.817667,47.778049,559.11
BURGKIRCHEN A.D.ALZ,100,84508,12.731367,48.166556,486.97
BURGLAUER,8,97724,10.17997,50.276566,335.4
BURGOBERBACH,27,91595,10.591818,49.236927,415.39
BURGRIEDEN,35,88483,9.93438,48.238255,536.4
BURGSALACH,8,91790,11.097575,49.033186,420.71
BURGSCHWALBACH,6,65558,8.078489,50.283316,445.72
BURGSTAEDT,89,09217,12.806921000000001,50.918265,183.01
BURGSTALL,9,39517,11.697357,52.407425,116.49
BURGTHANN,125,90559,11.315139,49.351392,381.94
BURGWALD,61,35099,8.81134,51.027298,357.3
BURGWEDEL,206,30938,9.856492,52.49202,240.43
BURK,9,91596,10.479999,49.132731,429.43
BURKAU,14,01906,14.17238,51.175556,158.69
BURKHARDTSDORF,70,09235,12.929936,50.734171,201.49
BUROW,3,17089,13.273035,53.772725,139.73
BURRWEILER,2,76835,8.075454,49.248524,521.97
BURWEG,7,21709,9.26357,53.624639,302.99
BUSECK,138,35418,8.788012,50.608999,383.72
BUSENBERG,18,76891,7.830034,49.130274,543.83
BUTJADINGEN,51,26969,8.362601,53.574556,357.18
BUTTELSTEDT,12,99439,11.344968,51.075569,214.38
BUTTENWIESEN,49,86647,10.721496,48.604377,475.32
BUTTLAR,10,36419,9.951776,50.755501,308.97
BUTTSTAEDT,10,99628,11.416539,51.12125,207.27
BUXHEIM,27,85114,11.292008,48.804323,439.63
BUXHEIM1,22,87740,10.134546,47.998886,554.36
CAASCHWITZ,2,07586,11.994737,50.947665,200.21
CALAU,73,03205,13.949411,51.74682,93.77
CALBE (SAALE),82,39240,11.774788,51.902787,130.71
CALBERLAH,48,38547,10.623002,52.421337,188.96
CALDEN,81,34379,9.400742,51.409628,301.12
CALLENBERG,73,09337,12.637568,50.845071,193.83
CARINERLAND,2,18233,11.708623,54.012406,200.88
CARLOW,8,19217,10.935979,53.758146000000004,214.87
CARLSBERG,33,67316,8.038629,49.505112,503.64
CARPIN,4,17237,13.24319,53.356299,93.73
CASEKOW,9,16306,14.20808,53.210944,93.96
CASTELL,4,97355,10.34926,49.743044,375.59
CHAMERAU,14,93466,12.746154,49.196262,372.88
CHIEMING,41,83339,12.536018,47.893353,518.73
CLAUSEN,6,66978,7.677425,49.260177,541.41
CLAUSSNITZ,29,09236,12.881918,50.936675,179.91
CLINGEN,6,99718,10.931259,51.233955,222.23
COBURG,307,96450,10.960194,50.25939,303.55
COELBE,77,35091,8.78314,50.84849,369.19
COELPIN,1,17094,13.436026,53.519109,111.24
COLBITZ,31,39326,11.609147,52.316878,124
COLDITZ,73,04680,12.80675,51.125652,160.58
COLLENBERG,12,97903,9.338969,49.771638,417.28
CONTWIG,40,66497,7.429027,49.248157,555.37
CORNBERG,10,36219,9.863013,51.042807,294.13
COSWIG,149,01640,13.580494,51.126777,155.56
COSWIG (ANHALT),76,06869,12.457663,51.885582,95.73
CRAMME,3,38312,10.44596,52.113068,206.37
CRAWINKEL,8,99330,10.78943,50.780775,264.77
CREMLINGEN,121,38162,10.65512,52.248443,189.26
CREUZBURG,14,99831,10.242324,51.051684,272.26
CRIMMITSCHAU,164,08451,12.386924,50.81245,202.66
CRINITZ,12,03246,13.758335,51.737593,90.38
CRINITZBERG,6,08147,12.528415,50.565361,225.89
CRIVITZ,33,19089,11.64833,53.57795,166.39
CROSSEN AN DER ELSTER,9,07613,11.979425,50.976379,197.93
CROSTWITZ,9,01920,14.241766,51.238273,153.83
CROTTENDORF,43,09474,12.936978,50.511355,225.94
CUMLOSEN,2,19322,11.657758,53.031317,130.7
CUNEWALDE,53,02733,14.518265,51.100694,175.59
CURSDORF,1,98744,11.127782,50.571827999999996,268.08
DAADEN,48,57567,7.967583,50.739178,424.66
DABEL,12,19406,11.903641,53.66105,161.88
DABERGOTZ,1,16818,12.723063,52.902483,62.67
DACHSBERG (SUEDSCHWARZWALD),9,79875,8.100949,47.729949,653.54
DACHSENHAUSEN,12,56340,7.726333,50.254452,468.01
DACHWIG,7,99100,10.855827,51.07747,237.85
DAEHRE,11,29413,10.908302,52.800712,171.44
DAHLEN,49,04774,12.996475,51.365946,131.49
DAHLHEIM,4,56348,7.693383,50.211124,472.7
DAHME/MARK,51,15936,13.428214,51.869415,72.44
DAISENDORF,16,88718,9.265766,47.711716,611.15
DAITING,6,86653,10.904183,48.791856,450.91
DALEIDEN,4,54673,6.184132,50.070394,571.47
DALHEIM,6,55278,8.294943,49.826595,465.74
DALLGOW DOEBERITZ,85,14624,13.082659,52.535741,21.9
DAMMBACH,7,63874,9.336741,49.861134,409.96
DAMSCHEID,1,55432,7.682381,50.101952,480.43
DAMSHAGEN,10,23948,11.153059,53.928323,217.01
DANKMARSHAUSEN,10,99837,10.015056,50.924356,293.54
DANNDORF,6,38461,10.912017,52.424783,169.37
DANNSTADT SCHAUERNHEIM,68,67125,8.315975,49.425951,495.64
DARGUN,26,17159,12.855452,53.897029,157.61
DARSCHEID,2,54552,6.890826,50.213264,520.21
DASING,44,86453,11.048293,48.384785,489.63
DASSOW,40,23942,10.977683,53.908548,223.75
DATTENBERG,8,53547,7.292212,50.553203,476.32
DATZETAL,4,17099,13.492971,53.679046,129.16
DAUCHINGEN,44,78083,8.553297,48.090683,601.46
DAUSENAU,14,56132,7.762508,50.331079,461.07
DAUTPHETAL,109,35232,8.542378,50.858244,383.06
DAXWEILER,4,55442,7.752092,49.965906,485.6
DECKENPFRONN,21,75392,8.822512,48.65171,538.59
DEDELSTORF,7,29386,10.504885,52.701001,197.05
DEENSEN,6,37627,9.590468,51.862702,270.36
DEGGENHAUSERTAL,53,88693,9.390459,47.78158,599.97
DEILINGEN,15,78586,8.783591,48.177135,584.1
DEINING,36,92364,11.53969,49.223749,389.6
DEININGEN,9,86738,10.570377,48.863193,453.42
DEINSTE,12,21717,9.442677,53.527349,287.98
DEISENHAUSEN,3,86489,10.324676,48.256156,522.46
DEISSLINGEN,70,78652,8.605369,48.114542,597.12
DEIZISAU,44,73779,9.384075,48.712039,510.07
DELITZSCH,195,04509,12.333551,51.52333,133.02
DELLFELD,8,66503,7.480612,49.236746,553.52
DELLSTEDT,1,25786,9.369143,54.237892,329.15
DELMENHORST,489,27749,8.630108,53.049883,326.78
DELVE,2,25788,9.252365,54.303978,339.55
DEMEN,7,19089,11.765585,53.629942,165.18
DEMITZ THUMITZ,11,01877,14.247616,51.144952,163.68
DENKENDORF,70,73770,9.31755,48.694154,514.37
DENKENDORF1,99,85095,11.454837,48.927791,422.8
DENKINGEN,14,78588,8.736458,48.111044,592.19
DENKLINGEN,19,86920,10.849611,47.913826,544.02
DENKTE,12,38170,10.606858,52.145728,194.83
DENNHERITZ,9,08393,12.460898,50.815499,200.62
DENZLINGEN,105,79211,7.883854,48.066785,632.01
DERMBACH,26,36466,10.119924,50.716558,303.03
DERNAU,10,53507,7.043739,50.534152,492.67
DERNBACH,3,56307,7.598158,50.544692,458.12
DERNBACH1,11,76857,8.005928,49.247262,525.57
DERSCHEN,7,57520,7.984461,50.712195,425.14
DERSEKOW,10,17498,13.292466,54.046054,170.04
DERSUM,7,26906,7.276146,52.959793,415.82
DETTENHAUSEN,59,72135,9.100748,48.607603,531.13
DETTIGHOFEN,11,79802,8.483506,47.623497,648.31
DETTINGEN AN DER ILLER,10,88451,10.109281,48.109544,543.86
DETTINGEN UNTER TECK,55,73265,9.45268,48.61725,516.39
DETTMANNSDORF,3,18334,12.52875,54.111895,186.54
DETTUM,6,38173,10.669944,52.173042,189.95
DEUERLING,6,93180,11.907326,49.035071,401.99
DEUTSCH EVERN,33,21407,10.438848,53.202644,213.32
DEUTSCHNEUDORF,7,09548,13.463361,50.604595,213.26
DEXHEIM,9,55278,8.316737,49.846169,463.12
DIDDERSE,11,38530,10.402871,52.381017,204.24
DIEBACH,8,91583,10.187948,49.309419,422.65
DIEBLICH,17,56332,7.470586,50.313841,479.41
DIEKHOF,3,18299,12.364631,53.860177,164.53
DIEKHOLZEN,65,31199,9.918044,52.09459,241.98
DIEKHUSEN FAHRSTEDT,1,25709,9.019338,53.947392,332.54
DIELHEIM,103,69234,8.734802,49.282607,487.01
DIEMELSEE,67,34519,8.803742,51.360161,341.07
DIENHEIM,10,55276,8.350227,49.839373,461.84
DIERA ZEHREN,30,01665,13.417104,51.221385,144.56
DIERBACH,1,76889,8.068135,49.080809,535.97
DIESPECK,34,91456,10.627065,49.595487,379.1
DIETERSBURG,16,84378,12.932652,48.495578,449.24
DIETERSHEIM,15,91463,10.540104,49.557686,385.88
DIETERSKIRCHEN,9,92542,12.41386,49.414098,352.65
DIETINGEN,41,78661,8.650478,48.207017,586.67
DIETRAMSZELL,63,83623,11.588293,47.854816,535.18
DIETZHOELZTAL,54,35716,8.315583,50.832704,398.25
DILLSTAEDT,1,98530,10.53591,50.584056,293.01
DINGELSTAEDT,33,37351,10.314844,51.315205,250.97
DINGEN,2,25715,9.125804,53.960888,327.02
DINGOLSHAUSEN,10,97497,10.387831,49.906407,358.98
DINKLAGE,125,49413,8.123768,52.661041,357.42
DIPPACH,13,99837,10.041538,50.919775,292.41
DIPPERZ,35,36160,9.796971,50.543276,332.87
DIPPOLDISWALDE,73,01744,13.666852,50.896593,181.62
DIRMSTEIN,25,67246,8.249704,49.56387,488.13
DISCHINGEN,39,89561,10.364184,48.696067,476.71
DISSEN STRIESOW,9,03096,14.293614,51.825943,98.23
DITFURT,11,06484,11.197705,51.829924,169.12
DITTELBRUNN,88,97456,10.220886,50.075653,350.87
DITTELSHEIM HESSLOCH,13,67596,8.245647,49.741199,474.76
DITTENHEIM,7,91723,10.788649,49.0573,427.11
DITTWEILER,3,66903,7.336886,49.431184,546.61
DOBBERTIN,5,19399,12.070443,53.622107,151.71
DOBERLUG KIRCHHAIN,82,03253,13.561167,51.635945,98.99
DOBERSCHAU GAUSSIG,47,02692,14.369178,51.147745,166.53
DOBERSCHUETZ,38,04838,12.740395,51.499031,122.44
DOBIN AM SEE,10,19067,11.503926,53.729836,185.09
DOEBELN,156,04720,13.114532,51.12029,157.09
DOEBERN,21,03159,14.597678,51.614654,129.69
DOEHLAU,52,95182,11.946325,50.28053,269.08
DOELLSTAEDT,3,99100,10.816198,51.082162,239.51
DOEMITZ,14,19303,11.248957,53.141778,160.67
DOERENTRUP,91,32694,9.005779,52.033153,304.44
DOERFLES ESBACH,36,96487,10.992722,50.283026,300.09
DOERPEN,49,26892,7.32235,52.965517,412.78
DOERPLING,1,25794,9.301925,54.260654,334.19
DOERREBACH,1,55444,7.719363,49.945638,488.83
DOERRENBACH,7,76889,7.961354,49.089921,540.5
DOERVERDEN,59,27313,9.227519,52.847043,284.21
DOERZBACH,13,74677,9.706625,49.383492,434.82
DOGERN,14,79804,8.172428,47.60884,661.96
DOHMA,7,01796,13.926797,50.921987,181.49
DOHNA,49,01809,13.858124,50.954489,177.05
DOHR,1,56812,7.118513,50.12766,511.76
DOHREN,10,21255,9.70182,53.305306,263.47
DOHREN1,13,49770,7.584082,52.64514,393.86
DOLGESHEIM,7,55278,8.255764,49.794126,470.25
DOLLERN,14,21739,9.544405,53.54059,282.27
DOMMERSHAUSEN,12,56290,7.399615,50.142691,494.23
DOMMITZSCH,13,04880,12.883596,51.639733,104.28
DOMSUEHL,10,19374,11.771497,53.487338,153.51
DONNDORF,1,06571,11.371694,51.29347,195.28
DONNERSDORF,9,97499,10.417671,49.969906,351.96
DONSIEDERS,8,66978,7.64162,49.265789,542.84
DORF MECKLENBURG,18,23972,11.467282,53.842941,195.94
DORFCHEMNITZ,7,09619,13.451219,50.763562,195.55
DORFHAIN,13,01738,13.562036,50.935552,176.71
DORFPROZELTEN,7,97904,9.380231,49.778692,414.74
DORMETTINGEN,8,72358,8.771419,48.238093,578.87
DORMITZ,14,91077,11.118589,49.596809,362.56
DORN DUERKHEIM,7,67585,8.269173,49.768504,471.46
DORNBURG,71,65599,8.024181,50.503919,434.96
DORNSTADT,101,89160,9.943366,48.466665,513.37
DORNUM,48,26553,7.428549,53.647599,418.71
DORSHEIM,1,55452,7.873309,49.926155,481.55
DORSTADT,1,38312,10.561876,52.094949,199.2
DORTMUND,3929,44135,7.464165,51.514171,421.98
DOSSENHEIM,96,69221,8.677836,49.451501,475.64
DOTTERNHAUSEN,14,72359,8.792911,48.228177,578.94
DRACHHAUSEN,2,03185,14.323575,51.890673,94
DRACHSELSRIED,13,94256,13.013227,49.106262,381.01
DRAGE,44,21423,10.260961,53.409809,232.88
DRAGE1,46,25582,9.51882,54.004376,306.96
DRAGE2,51,25878,9.162165,54.353897,347.52
DRAGUN,1,19205,11.224446,53.70775,196.73
DRANSKE,8,18556,13.230991,54.629914,235.15
DREBACH,74,09430,13.018927,50.674606,207.16
DREBBER,24,49457,8.425941,52.6497,337
DREBKAU,65,03116,14.217333,51.657264,110.95
DREETZ,5,16845,12.459731,52.802908,71.17
DREETZ1,5,18249,11.968113,53.785755,170.44
DREHNOW,1,03185,14.358076,51.866479,97.58
DREIHEIDE,9,04860,12.929504,51.56308,111.39
DREIKIRCHEN,9,56414,7.955072,50.446109,442.58
DREIS,9,54518,6.815341,49.940604,541.39
DREIS BRUECK,3,54552,6.78985,50.264954,523.31
DREISEN,9,67816,8.011186,49.603055,497.6
DRENTWEDE,8,49406,8.573205,52.743443,327.34
DRESDEN,2943,01067,13.736883,51.051697,165.04
DRIEDORF,52,35759,8.184651,50.635011,417.53
DROCHTERSEN,99,21706,9.385084,53.709623,299.4
DROGNITZ,2,07338,11.572004,50.588022,249.68
DUCHEROW,8,17398,13.782807,53.764624,140.83
DUDELDORF,6,54647,6.636239,49.973758,549.95
DUDENHOFEN,40,67373,8.38956,49.316716,500.81
DUEDENBUETTEL,10,21709,9.347573,53.591355,296.45
DUEMMER,13,19073,11.206936,53.579458,188.51
DUENGENHEIM,13,56761,7.170312,50.258803,500.68
DUENSEN,4,27243,8.637791,52.924212,324.49
DUENWALD,16,99976,10.443221,51.326296,242.87
DUERBHEIM,10,78589,8.789761,48.058513,595.05
DUERMENTINGEN,22,88525,9.533605,48.113546,562.25
DUERNAU,3,73105,9.641001,48.642386,506.9
DUERNAU1,14,88422,9.554803,48.060403,566.76
DUERRHENNERSDORF,6,02708,14.607337,51.051327,183.26
DUERRHOLZ,12,56307,7.581406,50.587644,456.7
DUERRLAUINGEN,14,89350,10.433249,48.466778,497.76
DUERRROEHRSDORF DITTERSBACH,46,01833,14.000685,51.029346,170.94
DUGGENDORF,6,93182,11.933257,49.108864,393.56
DUMMERSTORF,79,18196,12.226774,54.017364,184.21
DUNNINGEN,59,78655,8.50459,48.212884,592.13
DUNUM,14,26427,7.643871,53.597359,403.53
DUNZWEILER,7,66916,7.305681,49.415923,549.43
DURACH,51,87471,10.344273,47.697468,579.47
DURBACH,49,77770,8.015098,48.494785,588.22
DURCHHAUSEN,2,78591,8.674735,48.039692,601.36
DURLANGEN,15,73568,9.793078,48.855882,480.76
DURMERSHEIM,123,76448,8.268461,48.931418,538.81
